filename,pseudo_label,true_label,image_idx
10128_Agrocybe_praecox/RE2017-9192653_SkAbwtDlb.JPG,1,26,1903
10252_Amanita_muscaria/EKV2017-9217335_SkxDOFa8sW.JPG,1,37,2698
10252_Amanita_muscaria/FS2016-9183503_ByRnuzjMe.JPG,1,37,2726
10318_Amylostereum_laevigatum/EAT2011PIC35861627.JPG,1,47,3583
10891_Asterophora_parasitica/ML2011PIC56967423.JPG,1,62,4508
11086_Xerocomellus_pruinatus/ML2013PIC34278895.JPG,1,89,7443
11091_Caloboletus_radicans/MACH2017-9216828_B1BJ-5Sj-.JPG,1,91,7642
11325_Cantharellus_pallens/IJ2017-9200593_SygZrHOlvW.JPG,1,119,9298
11608_Chondrostereum_purpureum/TAK2013PIC15721618.JPG,1,131,9888
11793_Clitocybe_odora var. odora /MC2017-9228303_ByoWxAVpZ.JPG,1,155,11139
11797_Clitocybe_phyllophila/PTP2014PIC15225870.JPG,1,157,11249
11816_Clitocybe_vibecina/JAH2013PIC82776770.JPG,1,161,11454
12280_Cortinarius_anserinus/KSC2009PIC60850055.JPG,1,187,13083
12315_Cortinarius_bolaris/MAV2010PIC54629279.JPG,1,193,13424
12587_Cortinarius_rubellus/JM2017-9210904_rylesI85Z.JPG,1,240,15736
12606_Cortinarius_semisanguineus/FS2013PIC32525484.JPG,1,245,15922
12919_Cylindrobasidium_laeve/TS2016PIC78871468.JPG,1,279,17959
13041_Delicatula_integrella/GSC2012PIC61379767.JPG,1,294,19326
14186_Geastrum_schmidelii/KNK2011PIC44753150.JPG,1,379,24834
14208_Geoglossum_fallax/KNK2014PIC40766504.JPG,1,383,25136
14667_Hericium_coralloides/GLJ2013PIC42871187.JPG,1,426,27900
14779_Hydnellum_cumulatum/NPB2009PIC78466635.JPG,1,436,28496
14849_Gliophorus_laetus/EAT2016-9173387_SylJ0sY2.JPG,1,459,30119
14849_Gliophorus_laetus/EAT2016-9173387_ry8qTjYh.JPG,1,459,30120
14886_Hygrophoropsis_aurantiaca/JM2009PIC64813487.JPG,1,477,31516
14891_Hygrophorus_agathosmus/BWP2011PIC25118402.JPG,1,478,31557
14894_Hygrophorus_chrysodon/JHC2017-9213705_SJwi72A9-.JPG,1,479,31622
14894_Hygrophorus_chrysodon/TOB2017-9219320_HJUSJ35iZ.JPG,1,479,31650
14901_Hygrophorus_hypothejus f. hypothejus /SL2010PIC76360398.JPG,1,482,31837
14914_Hygrophorus_olivaceoalbus/JAJ2017-9201374_rkbJuGREvb.JPG,1,484,31925
15032_Hyphoderma_setigerum/JM2009PIC23762589.JPG,1,494,32377
15079_Hypholoma_lateritium/HM2012PIC80206724.JPG,1,500,32901
15080_Hypholoma_marginatum/TKH2017-9220854_Bk-01UJ2W.JPG,1,501,33068
15232_Annulohypoxylon_cohaerens/APE2016-9184060_HygQf3goml.JPG,1,510,33247
15240_Annulohypoxylon_multiforme/FDE2017-9191405_SkDHdzW1Z.JPG,1,515,33621
15355_Inocybe_dulcamara/OMA2016-9183112_HJot6u7fx.JPG,1,528,34063
15355_Inocybe_dulcamara/TRL2017-9200978_BJWvjmMQwb.JPG,1,528,34106
15357_Inocybe_erubescens/GSC2013PIC44387233.JPG,1,529,34142
15390_Inocybe_hirtella/TKH2017-9206273_SkfBqEktW.JPG,1,536,34577
15544_Ischnoderma_resinosum/HM2012PIC59375983.JPG,1,555,36067
15915_Lactarius_rufus/BTK2016-9179365_SkGo4_D1x.JPG,1,601,38891
17179_Mycena_acicula/EAT2012PIC38035850.JPG,1,713,45638
17190_Mycena_amicta/MMN2010PIC23142643.JPG,1,716,45846
17238_Mycena_haematopus/MAV2013PIC16890064.JPG,1,734,47199
17282_Mycena_pura/TB2015PIC72715788.JPG,1,746,48229
17283_Mycena_purpureofusca/EAT2014PIC20829608.JPG,1,747,48281
17285_Mycena_renati/TAK2017-9196625_S1BkMBLNW.JPG,1,748,48310
17293_Mycena_rubromarginata/LS2012PIC69885201.JPG,1,750,48461
17296_Mycena_sanguinolenta/JAH2013PIC17806572.JPG,1,751,48558
17307_Mycena_speirea/MSO2016-9175888_BkZ3T08U6.JPG,1,753,48778
17469_Myxarium_nucleatum/TRL2017-9225856_r1HIl_s3Z.JPG,1,759,49219
17499_Naucoria_bohemica/DB2012PIC17533459.JPG,1,760,49229
18398_Fomitiporia_punctata/HM2014PIC37053933.JPG,1,814,52768
18398_Fomitiporia_punctata/HM2014PIC63053189.JPG,1,814,52769
18398_Fomitiporia_punctata/JHC2017-9193434_HJkUSIPbW.JPG,1,814,52771
18408_Phellodon_niger/MS2011PIC72434682.JPG,1,817,52885
18448_Phlebia_radiata/HM2012PIC32640384.JPG,1,820,53003
18511_Pholiota_tuberculosa/TS2011PIC48297444.JPG,1,837,54121
18776_Piptoporus_betulinus/MAH2015PIC43682730.JPG,1,845,54366
18870_Pleurotus_ostreatus/HM2012PIC16558177.JPG,1,850,54747
18870_Pleurotus_ostreatus/HM2012PIC78911822.JPG,1,850,54757
19031_Oligoporus_guttulatus/APE2017-9196930_H1-4GYIYVb.JPG,1,876,56960
19031_Oligoporus_guttulatus/APE2017-9196930_Hkg35IKV-.JPG,1,876,56961
19031_Oligoporus_guttulatus/AS2011PIC85161281.JPG,1,876,56975
19031_Oligoporus_guttulatus/AS2012PIC63765138.JPG,1,876,56976
19031_Oligoporus_guttulatus/AS2017-9211142_HyejgXGv5b.JPG,1,876,56982
19213_Pseudoclitocybe_cyathiformis/AOJ2016-9181583_SJhTUj_le.JPG,1,898,58497
10062_Agaricus_bitorquis/GSC2010PIC29182806.JPG,2,7,558
10225_Amanita_ceciliae/JAH2013PIC85477990.JPG,2,29,2073
10225_Amanita_ceciliae/LWL2016-9175206_HJKbvG4p.JPG,2,29,2079
10227_Amanita_crocea/LB2014PIC64345301.JPG,2,30,2168
10234_Amanita_fulva/KNI2010PIC12845509.JPG,2,33,2446
10249_Amanita_citrina var. citrina/HD2017-9212551_rJecHBrn5Z.JPG,2,36,2629
10666_Ascocoryne_cylichnium/UGN2015PIC88765202.JPG,2,57,4295
10702_Ascotremella_faginea/JM2011PIC57037390.JPG,2,60,4425
10934_Auricularia_auricula-judae/JM2009PIC58987232.JPG,2,67,4764
10937_Auricularia_mesenterica/DB2011PIC13459836.JPG,2,68,4922
10940_Auriscalpium_vulgare/BWP2010PIC57812479.JPG,2,69,4970
11069_Boletus_edulis/KMA2017-9203029_ryP5Ko6vZ.JPG,2,83,6621
11317_Cantharellus_cibarius/JC2017-9199754_ByGKzm9U-.JPG,2,117,9139
11467_Ceriporia_reticulata/TOB2016-9184994_Byi0-sfrx.JPG,2,125,9570
11600_Chlorociboria_aeruginascens/JC2016-9182127_HJ3HtxGZe.JPG,2,130,9727
11600_Chlorociboria_aeruginascens/MAV2017-9203591_ryYzJPbdZ.JPG,2,130,9738
11787_Clitocybe_metachroa/BWP2011PIC70504506.JPG,2,153,10923
11903_Coniophora_puteana/BWP2011PIC89870213.JPG,2,170,11973
11903_Coniophora_puteana/TOB2015PIC18719799.JPG,2,170,12059
11903_Coniophora_puteana/TS2013PIC86596919.JPG,2,170,12066
12315_Cortinarius_bolaris/SKA2013PIC22401039.JPG,2,193,13453
12378_Cortinarius_croceocaeruleus/JHC2017-9212164_ByHEmWsc-.JPG,2,208,14085
12479_Cortinarius_largus/TAK2012PIC29853206.JPG,2,221,14861
12494_Cortinarius_malicorius/KMA2017-9197695_HyoB5erBb.JPG,2,226,15303
12778_Crepidotus_luteolus/JM2009PIC89995931.JPG,2,271,17209
12778_Crepidotus_luteolus/LWL2014PIC65901140.JPG,2,271,17213
12919_Cylindrobasidium_laeve/JAH2012PIC84690618.JPG,2,279,17716
13330_Cinereomyces_lindbladii/HM2012PIC21556377.JPG,2,302,19593
13361_Disciotis_venosa/TAK2016PIC74520414.JPG,2,303,19724
14175_Geastrum_fimbriatum/BWP2011PIC85154924.JPG,2,376,24664
14190_Geastrum_michelianum/TAK2016-9177799_HkNbxJFR.JPG,2,380,24963
14205_Geoglossum_cookeanum/BKN2017-9226193_SkRnZohnW.JPG,2,381,24983
14205_Geoglossum_cookeanum/JCS2011PIC13053750.JPG,2,381,24992
14435_Gymnopus_dryophilus/TAK2014PIC25728249.JPG,2,399,26369
14454_Gyromitra_esculenta/JHV2012PIC72155496.JPG,2,408,26791
14577_Hebeloma_velutipes/TB2009PIC27360365.JPG,2,418,27360
14667_Hericium_coralloides/MAV2010PIC45654133.JPG,2,426,27962
14778_Hydnellum_concrescens/MS2017-9205589_HJkFD_i_-.JPG,2,435,28449
14815_Hygrocybe_acutoconica/JAH2011PIC21113611.JPG,2,442,28849
14824_Hygrocybe_chlorophana/APE2017-9212017_ByWxvl3ccZ.JPG,2,447,29355
14824_Hygrocybe_chlorophana/APE2017-9213713_rJZw83Rc-.JPG,2,447,29371
14824_Hygrocybe_chlorophana/APE2017-9220500_rklxJkuRib.JPG,2,447,29373
14824_Hygrocybe_chlorophana/LDJ2011PIC14858826.JPG,2,447,29417
14855_Neohygrocybe_nitrata/APE2017-9212365_r1eONkM3cW.JPG,2,462,30344
14859_Cuphophyllus_pratensis/BTO2017-9214311_HyjSzXliZ.JPG,2,464,30527
14914_Hygrophorus_olivaceoalbus/TKH2012PIC10549294.JPG,2,484,31970
15084_Hypholoma_radicosum/BTO2012PIC62412343.JPG,2,503,33089
15794_Lachnum_virgineum/EAT2009PIC18023821.JPG,2,565,37036
15794_Lachnum_virgineum/MAV2017-9189259_ryeAuVR2g.JPG,2,565,37049
15815_Lactarius_blennius/GLJ2012PIC12426088.JPG,2,572,37340
15908_Lactarius_quietus/JAJ2017-9223373_HyBmqBS2b.JPG,2,598,38668
15944_Lactarius_trivialis/MSO2016-9176581_SygVYDXc6.JPG,2,608,39277
16179_Lepiota_cristata/APE2017-9214476_BJdfRrgib.JPG,2,634,41365
16390_Leucoagaricus_leucothites/PEL2017-9225277_H1llKFZ92-.JPG,2,650,42157
16620_Lyophyllum_fumosum/KNI2017-9211807_H1wf76F9b.JPG,2,665,43125
16684_Marasmiellus_ramealis/PTP2017-9228436_H1gE4w7STW.JPG,2,674,43663
16684_Marasmiellus_ramealis/TKH2014PIC73181549.JPG,2,674,43683
16690_Marasmiellus_vaillantii/AE2013PIC10661187.JPG,2,675,43692
16709_Marasmius_epiphylloides/SVEND2011PIC84610594.JPG,2,681,43978
16968_Gymnopus_foetidus/BWP2013PIC16922695.JPG,2,704,45223
17176_Mutinus_caninus/FDE2010PIC40509834.JPG,2,711,45452
17179_Mycena_acicula/LDJ2009PIC48644334.JPG,2,713,45648
17179_Mycena_acicula/MSO2013PIC83841411.JPG,2,713,45661
17242_Mycena_inclinata/TKH2012PIC81421070.JPG,2,736,47477
17244_Mycena_juniperina/DB2012PIC83775641.JPG,2,737,47494
17302_Mycena_silvae-nigrae/EAT2015PIC13940174.JPG,2,752,48636
17308_Mycena_stipata/MAV2012PIC64289866.JPG,2,754,48862
17308_Mycena_stipata/TKH2012PIC19639233.JPG,2,754,48877
17311_Mycena_stylobates/TS2011PIC33753292.JPG,2,755,48931
17930_Oxyporus_populinus/TAK2016-9184786_rk5PA6jNl.JPG,2,777,50061
17930_Oxyporus_populinus/TKH2012PIC67190583.JPG,2,777,50063
17949_Panaeolus_foenisecii/TS2016-9166358_BJT3JUl8.JPG,2,779,50293
18048_Peniophora_lycii/JM2011PIC68494838.JPG,2,791,51298
18048_Peniophora_lycii/TB2012PIC43074380.JPG,2,791,51320
18053_Peniophora_polygonia/JMI2017-9191482_SyAUZXM1Z.JPG,2,792,51365
18053_Peniophora_polygonia/SVEND2011PIC24268889.JPG,2,792,51377
18053_Peniophora_polygonia/SVEND2011PIC73899592.JPG,2,792,51378
18363_Phallus_impudicus/PTP2013PIC73825862.JPG,2,806,52156
18870_Pleurotus_ostreatus/BEC2017-9187741_B1hyqFD9e.JPG,2,850,54685
18882_Plicatura_crispa/FDE2011PIC75932594.JPG,2,852,55101
18888_Pluteus_atromarginatus/TKH2013PIC54653781.JPG,2,853,55448
18890_Pluteus_cervinus/PEL2009PIC48780737.JPG,2,854,55744
19027_Postia_caesia/APE2016-9184214_SkxOujShmx.JPG,2,874,56839
19027_Postia_caesia/APE2017-9204428_B1lCOBg8O-.JPG,2,874,56841
10079_Agaricus_impudicus/TKH2012PIC64940905.JPG,3,11,965
10230_Amanita_excelsa/JM2016-9172721_H1S-mLpi.JPG,3,31,2256
10559_Arrhenia_retiruga/GSC2011PIC78046933.JPG,3,55,4099
10934_Auricularia_auricula-judae/UFN2017-9196428_BkWhkfgVW.JPG,3,67,4918
10937_Auricularia_mesenterica/TBE2017-9210090_r1mL_3-m5b.JPG,3,68,4954
10940_Auriscalpium_vulgare/PTP2015PIC86261514.JPG,3,69,5004
10994_Basidioradulum_radula/BWP2011PIC20338046.JPG,3,72,5153
11054_Bolbitius_titubans/MAV2010PIC72392439.JPG,3,78,5936
11062_Butyriboletus_appendiculatus/DI2010PIC50896237.JPG,3,79,6032
11082_Xerocomellus_chrysenteron/FDE2014PIC52958794.JPG,3,86,6926
11082_Xerocomellus_chrysenteron/FDE2014PIC72953754.JPG,3,86,6927
11202_Buglossoporus_quercinus/TAK2017-9195790_S1BW2MKXb.JPG,3,101,8399
11317_Cantharellus_cibarius/SCA2011PIC82977905.JPG,3,117,9188
11608_Chondrostereum_purpureum/FDE2009PIC78575761.JPG,3,131,9802
12268_Cortinarius_alboviolaceus/BWP2015PIC32913424.JPG,3,184,12703
12317_Cortinarius_foetens/ML2011PIC87130559.JPG,3,194,13501
12357_Cortinarius_citrinus/MS2017-9213329_Sk-hfmopcZ.JPG,3,203,13880
12357_Cortinarius_citrinus/RE2014PIC83543761.JPG,3,203,13887
12426_Cortinarius_flexipes/TKH2017-9208346_BklxTc2KYb.JPG,3,215,14533
12427_Cortinarius_flexipes var. flabellus/JAH2010PIC35275042.JPG,3,216,14562
12956_Cystolepiota_seminuda/MSO2014PIC11928092.JPG,3,286,18333
13002_Daedalea_quercina/TBE2017-9221767_BJW8KD-g2W.JPG,3,290,18857
13361_Disciotis_venosa/JHV2011PIC47369697.JPG,3,303,19682
13527_Entoloma_asprellum/EAT2013PIC52697310.JPG,3,308,20009
13680_Entoloma_neglectum/TOB2016-9166379_rkLDSQJI.JPG,3,325,20741
13765_Entoloma_serrulatum/AMI2017-9202749_SklpB7P3PW.JPG,3,338,21192
13765_Entoloma_serrulatum/EAT2011PIC86966171.JPG,3,338,21214
13765_Entoloma_serrulatum/EAT2012PIC76716094.JPG,3,338,21217
13790_Entoloma_undatum/BTO2017-9222863_HykBmd7hb.JPG,3,341,21384
13956_Exidia_saccharina/BWP2012PIC28871762.JPG,3,347,21670
13956_Exidia_saccharina/BWP2012PIC61710960.JPG,3,347,21671
13956_Exidia_saccharina/OMA2014PIC74333947.JPG,3,347,21686
13958_Exidia_thuretiana/JM2011PIC49547475.JPG,3,348,21750
14072_Fuligo_septica var. rufa/TS2016-9165894_SkbANxs4.JPG,3,360,23061
14117_Galerina_graminea/MAV2010PIC65966222.JPG,3,365,23276
14190_Geastrum_michelianum/PTP2015PIC26543032.JPG,3,380,24953
14205_Geoglossum_cookeanum/JM2011PIC83420429.JPG,3,381,24998
14207_Geoglossum_elongatum/KNK2014PIC45454571.JPG,3,382,25084
14435_Gymnopus_dryophilus/BWP2016-9169479_Sk0IfqRO.JPG,3,399,26278
14667_Hericium_coralloides/LWL2016-9182943_HkYffKbGg.JPG,3,426,27961
14812_Hydropus_subalpinus/DB2013PIC38587599.JPG,3,441,28719
14815_Hygrocybe_acutoconica/PTP2016-9168355_SJf1_j0D.JPG,3,442,28909
14815_Hygrocybe_acutoconica/SL2011PIC88076164.JPG,3,442,28932
14824_Hygrocybe_chlorophana/APE2017-9212017_H1eDl3qqZ.JPG,3,447,29356
14838_Cuphophyllus_flavipes/ELAU2012PIC49342687.JPG,3,452,29752
14859_Cuphophyllus_pratensis/MS2017-9204184_Bk9_60Vd-.JPG,3,464,30582
14916_Hygrophorus_penarius/GSC2017-9216155_Bys9DlNib.JPG,3,485,32009
15195_Hypocreopsis_lichenoides/BTO2009PIC24866291.JPG,3,507,33180
15544_Ischnoderma_resinosum/BWP2014PIC36051386.JPG,3,555,36041
15820_Lactarius_camphoratus/JMI2017-9202837_rklSkhh2D-.JPG,3,573,37446
15820_Lactarius_camphoratus/MAV2010PIC10981616.JPG,3,573,37449
15907_Lactarius_quieticolor/KMA2017-9200461_SJTExmywZ.JPG,3,597,38623
15908_Lactarius_quietus/ELAU2017-9214446_SygBo1Sgob.JPG,3,598,38654
15917_Lactarius_ruginosus/MMN2012PIC63594221.JPG,3,602,38980
15927_Lactarius_serifluus/MAV2013PIC84978801.JPG,3,604,39031
16165_Echinoderma_asperum/JCS2014PIC80550599.JPG,3,629,41128
16204_Lepiota_lilacea/JHC2017-9201107_rJVc2q7DZ.JPG,3,641,41756
17238_Mycena_haematopus/TAK2012PIC56841475.JPG,3,734,47249
17293_Mycena_rubromarginata/TRL2017-9200138_BJfCCRhI-.JPG,3,750,48494
17325_Mycena_vitilis/AS2012PIC84160800.JPG,3,756,48945
17499_Naucoria_bohemica/PST2016-9181409_B1G41wOwxx.JPG,3,760,49236
18329_Phaeolus_schweinitzii/UFN2016-9169036_SyzWtP0u_.JPG,3,803,52003
18363_Phallus_impudicus/GLJ2010PIC34210059.JPG,3,806,52108
18398_Fomitiporia_punctata/TS2014PIC20403598.JPG,3,814,52802
18448_Phlebia_radiata/TKH2013PIC72589283.JPG,3,820,53130
18758_Physisporinus_vitreus/BWP2013PIC65838977.JPG,3,844,54264
18776_Piptoporus_betulinus/MC2017-9191192_SJ3aiDCAl.JPG,3,845,54370
18919_Pluteus_salicinus/BWP2013PIC82545682.JPG,3,868,56376
18919_Pluteus_salicinus/TAK2017-9200455_ByZYMxfJwb.JPG,3,868,56444
19027_Postia_caesia/JC2017-9208111_HJ70o-OYW.JPG,3,874,56868
19115_Psathyrella_corrugis/TKH2012PIC57995603.JPG,3,886,57898
10057_Agaricus_augustus/TAK2013PIC38141690.JPG,4,4,442
10082_Agaricus_langei/BWP2012PIC14075724.JPG,4,12,1007
10107_Agaricus_sylvaticus/EAT2017-9203251_Skg2P_MkOb.JPG,4,18,1253
10107_Agaricus_sylvaticus/JM2012PIC86260829.JPG,4,18,1271
10108_Agaricus_sylvicola/APE2017-9219803_S1gC84S2sb.JPG,4,19,1325
10108_Agaricus_sylvicola/DI2013PIC11207908.JPG,4,19,1339
10108_Agaricus_sylvicola/JCS2011PIC72229958.JPG,4,19,1348
10112_Agaricus_subperonatus/GSC2012PIC86064979.JPG,4,21,1421
10116_Agaricus_xanthodermus/FVL2017-9222820_BJeOwDUQ2W.JPG,4,22,1478
10116_Agaricus_xanthodermus/MAKE2017-9216260_SyUofXNib.JPG,4,22,1515
10120_Agrocybe_arvalis/ML2013PIC85725647.JPG,4,23,1585
10123_Agrocybe_dura/SVEND2011PIC62896103.JPG,4,24,1621
10127_Agrocybe_pediades/LDJ2009PIC82271645.JPG,4,25,1677
10158_Aleuria_aurantia/MAZ2016-9180588_ryxQ1Ghxxe.JPG,4,27,2016
10158_Aleuria_aurantia/OSP2017-9218597_HkBDiPKob.JPG,4,27,2024
10225_Amanita_ceciliae/TAK2017-9195616_H1Gcm2d8Xb.JPG,4,29,2111
10230_Amanita_excelsa/APE2017-9196692_B16RAqLV-.JPG,4,31,2186
10230_Amanita_excelsa/BEC2017-9195482_Sya5_XX7Z.JPG,4,31,2197
10440_Antrodiella_serpula/JM2012PIC59198167.JPG,4,50,3793
10559_Arrhenia_retiruga/LB2016PIC21580666.JPG,4,55,4105
10561_Arrhenia_spathulata/JAH2013PIC60126270.JPG,4,56,4166
10933_Aureoboletus_gentilis/TOB2016-9172176_rkPaIfDs.JPG,4,66,4635
11083_Boletus_pinophilus/BTO2017-9222867_HyrjNumh-.JPG,4,87,7205
11314_Cantharellus_amethysteus/ML2009PIC89200188.JPG,4,116,9061
11608_Chondrostereum_purpureum/MSO2011PIC22645440.JPG,4,131,9860
11996_Conocybe_rickenii/TKH2013PIC70773924.JPG,4,172,12174
13790_Entoloma_undatum/TKH2012PIC54877012.JPG,4,341,21420
14306_Gloeophyllum_sepiarium/TAK2013PIC47995268.JPG,4,385,25329
14306_Gloeophyllum_sepiarium/UFN2017-9192302_HkFgXybeW.JPG,4,385,25345
14435_Gymnopus_dryophilus/ML2013PIC65600388.JPG,4,399,26334
14445_Gymnopus_peronatus/YE2017-9212659_BJKm8xpq-.JPG,4,405,26688
14463_Gyroporus_cyanescens/JHV2017-9200190_r1g9iExAU-.JPG,4,410,26894
14596_Helvella_acetabulum/TB2017-9193081_Byn7P41-W.JPG,4,419,27457
14607_Helvella_crispa/LWL2017-9217115_rkVGkqUoW.JPG,4,420,27541
14607_Helvella_crispa/MAH2015PIC68907392.JPG,4,420,27543
14667_Hericium_coralloides/EAT2010PIC42589716.JPG,4,426,27885
14822_Hygrocybe_cantharellus/BWP2013PIC65156210.JPG,4,445,29038
14841_Hygrocybe_glutinipes/BL2015PIC29865516.JPG,4,454,29856
14841_Hygrocybe_glutinipes/DB2011PIC20512539.JPG,4,454,29864
14855_Neohygrocybe_nitrata/PTP2017-9224389_BkgrHYyd3-.JPG,4,462,30426
14858_Hygrocybe_phaeococcinea/BL2017-9226005_SJvLc12nZ.JPG,4,463,30459
14858_Hygrocybe_phaeococcinea/EAT2017-9204762_SkeKKnIP_b.JPG,4,463,30468
14859_Cuphophyllus_pratensis/JM2010PIC86476374.JPG,4,464,30555
15232_Annulohypoxylon_cohaerens/TKH2012PIC45244307.JPG,4,510,33308
